Truck ID,Cluster Number,Count Occurence
 77F14GLXSU,18,1
 77F14GLXSU,2,1
 77F63U6PSI,0,12
 77F63U6PSI,2,5
 77PS9IXLGU,0,4
 77PS9IXLGU,10,6
 77PS9IXLGU,19,1
 7844S1B4GU,10,1
 7844S1B4GU,2,1
 7844S1B4GU,3,6
 784B4U6PSI,9,4
 785UGS3LBI,0,5
 785UGS3LBI,8,1
 78I5S1B4GU,0,3
 78I5S1B4GU,2,4
 78PSGFL8BI,0,6
 78PSGFL8BI,19,1
 78PSGFL8BI,2,1
 79GUX16PSI,0,2
 79GUX16PSI,7,1
 7B471SP4GU,0,4
 7B67S6P4GU,10,3
 7B67S6P4GU,3,8
 7F1794LXSU,0,4
 7F2737LSUI,0,6
 7F674U6PSI,0,10
 7F831BLSUI,15,1
 7FS8IBP4GU,2,4
 7GFUX7B7SI,3,1
 7GX64U6PSI,1,6
 7GX64U6PSI,2,2
 7ISX51B4GU,0,9
 7L3SIBP4GU,0,14
 7L3SIBP4GU,27,4
 7L67S6P4GU,2,3
 7L67S6P4GU,3,1
 7L7UX16PSI,18,1
 7LI4S1B4GU,2,4
 7LI4S1B4GU,3,2
 7LPIS1B4GU,0,1
 7LS51FB4GU,0,3
 7P1GX7B7SI,0,4
 7P1GX7B7SI,15,2
 7PF994LXSU,0,10
 7PF994LXSU,18,2
 7PLIS1B4GU,0,8
 7PS9X0U2FE,0,1
 7PS9X0U2FE,2,1
 7S6X6BP4GU,18,2
 7S6X6BP4GU,3,1
 7SF4LXP4GU,0,2
 7SF4LXP4GU,17,1
 7SF4LXP4GU,18,1
 7SF4LXP4GU,2,1
 7SIX51B4GU,0,3
 7SL1303FPI,0,3
 7SL1303FPI,10,3
 7SL1303FPI,2,3
 7U76X16PSI,3,4
 7X1P37LSUI,4,5
 8002BI4UFE,2,1
 8002BI4UFE,25,1
 80151FB4GU,10,1
 80151FB4GU,27,1
 80151FB4GU,3,1
 80151FB4GU,8,1
 808S808FUB,11,3
 817IS1B4GU,0,1
 817IS1B4GU,25,1
 818F4BP4GU,3,1
 818F4BP4GU,4,2
 818S808FUB,1,3
 818S808FUB,27,2
 81S6P1B4GU,0,8
 81S6P1B4GU,6,1
 844U7PSFBI,0,5
 8462PU12LB,0,3
 8462PU12LB,17,2
 84LBS6P4GU,0,1
 84LBS6P4GU,3,1
 84P31BLSUI,0,3
 85081FB4GU,0,1
 85081FB4GU,14,2
 853GX7B7SI,0,1
 855X6BP4GU,0,1
 855X6BP4GU,3,1
 856X6BP4GU,0,1
 858S1FB4GU,0,7
 85I01FB4GU,3,3
 85I01FB4GU,4,6
 85I51FB4GU,0,3
 85I51FB4GU,3,7
 85XS1FB4GU,28,1
 85XS1FB4GU,37,1
 85XS1FB4GU,6,3
 8656P1B4GU,0,5
 8656P1B4GU,17,1
 8656P1B4GU,18,1
 86PIS1B4GU,2,5
 86S44BP4GU,17,3
 87241BLSUI,0,6
 881X4BP4GU,0,7
 888XB6P4GU,3,5
 88LF51B4GU,0,5
 88LF51B4GU,15,7
 89X1BI4UFE,2,4
 8F1PS1B4GU,0,6
 8F1PS1B4GU,30,2
 8F73X7B7SI,8,1
 8FB64U6PSI,0,3
 8FULX7B7SI,0,5
 8FULX7B7SI,4,1
 8FULX7B7SI,8,1
 8FULX7B7SI,9,1
 8G8BS1U2FE,15,1
 8G8BS1U2FE,2,2
 8G8LX7B7SI,30,1
 8G8P81B2FE,13,2
 8G8P81B2FE,2,5
 8I5X6BP4GU,0,4
 8I5X6BP4GU,2,1
 8IL51FB4GU,15,1
 8IL51FB4GU,26,3
 8IL51FB4GU,28,4
 8L5FP1B4GU,0,3
 8L6X6BP4GU,0,5
 8L6X6BP4GU,14,3
 8LB64U6PSI,0,8
 8LB64U6PSI,2,2
 8LGUX7B7SI,0,7
 8LGUX7B7SI,18,1
 8LGUX7B7SI,2,1
 8P1G808FUB,0,4
 8P54S1B4GU,0,4
 8P54S1B4GU,2,5
 8S2BFG6LPI,0,2
 8X8IS1B4GU,2,1
 8XL16BP4GU,0,3
 8XL16BP4GU,14,1
 90FP2IXLGU,0,9
 911X51B4GU,0,1
 91F3X16PSI,0,1
 91F3X16PSI,27,2
 92P5BIXLGU,0,4
 92P5BIXLGU,10,2
 92P5BIXLGU,3,1
 935GXUB7SI,0,1
 935GXUB7SI,2,1
 935GXUB7SI,8,3
 93FLX7B7SI,0,3
 945X6BP4GU,0,2
 954X4BP4GU,0,4
 95P2I2XLGU,0,4
 95SBX6P4GU,0,2
 95SBX6P4GU,2,1
 95SBX6P4GU,23,1
 95X51FB4GU,0,5
 96446PLXSU,0,4
 96446PLXSU,2,1
 965X6BP4GU,0,1
 965X6BP4GU,6,1
 965X6BP4GU,8,2
 976UX16PSI,0,2
 976UX16PSI,3,3
 9924LXP4GU,0,2
 9924LXP4GU,3,1
 99F1X6P4GU,0,5
 99F1X6P4GU,6,1
 99FSLXP4GU,0,1
 99FSLXP4GU,14,1
 99FSLXP4GU,39,1
 99SX51B4GU,0,1
 99SX51B4GU,3,4
 9B17X16PSI,10,4
 9FB6X6P4GU,0,3
 9FB6X6P4GU,7,1
 9FX451B4GU,0,2
 9FX451B4GU,18,1
 9FXG37LSUI,13,1
 9FXS66P4GU,0,4
 9G933UX13I,0,6
 9G933UX13I,18,1
 9I24LXP4GU,23,2
 9I24LXP4GU,35,1
 9LIX51B4GU,0,5
 9LIX51B4GU,6,2
 9P3GXUB7SI,0,3
 9P3GXUB7SI,9,1
 9PU3X7B7SI,8,4
 9PX8S1B4GU,0,8
 9PX8S1B4GU,32,4
 9SF43UX1BI,0,2
 9SIX51B4GU,0,4
 9SIX51B4GU,3,1
 9X181FB4GU,0,7
 9X5F51B4GU,12,1
 9X5F51B4GU,3,1
 9X844BP4GU,0,5
 9XI51FB4GU,0,5
 9XI51FB4GU,18,1
 9XI51FB4GU,32,1
 B17S66P4GU,0,3
 B17S66P4GU,10,2
 B1L71SP4GU,0,5
 B1L71SP4GU,12,5
 B1L71SP4GU,19,1
 B1X2LSP4GU,0,4
 B1X2LSP4GU,2,1
 B1X2LSP4GU,24,1
 B20L1U0FPI,0,4
 B20L1U0FPI,2,1
 B20L1U0FPI,6,4
 B344SIXLGU,0,1
 B344SIXLGU,17,1
 B344SIXLGU,32,2
 B4471SP4GU,0,2
 B4471SP4GU,2,1
 B47LFSP4GU,0,3
 B47LFSP4GU,3,1
 B4G437LSUI,4,1
 B4G437LSUI,8,2
 B5G7P7LXSU,0,5
 B5S6X6P4GU,0,2
 B5S6X6P4GU,3,3
 B5S6X6P4GU,8,1
 B616X6P4GU,0,7
 B616X6P4GU,3,2
 B63IG6SPFE,0,1
 B7471SP4GU,8,2
 B74S4U22FE,19,3
 B75X0SF11G,0,2
 B75X0SF11G,23,4
 B76X1SP4GU,0,2
 B76X1SP4GU,2,2
 B79I4PLXSU,0,2
 B79I4PLXSU,13,4
 B79I4PLXSU,17,1
 B7F3X16PSI,0,2
 B7F3X16PSI,27,1
 B7S9X6P4GU,0,1
 B7S9X6P4GU,3,1
 B7S9X6P4GU,4,1
 BF17X16PSI,0,2
 BF17X16PSI,9,1
 BF96X16PSI,0,3
 BF96X16PSI,8,2
 BFXS66P4GU,0,6
 BG164U6PSI,0,1
 BG164U6PSI,2,3
 BI5LFSP4GU,0,6
 BI67S6P4GU,0,2
 BI67S6P4GU,8,5
 BI6FLSP4GU,38,5
 BL50FSP4GU,3,2
 BL50FSP4GU,35,2
 BL67S6P4GU,11,2
 BL67S6P4GU,3,14
 BL67S6P4GU,31,1
 BL73X16PSI,3,1
 BP314IXLGU,0,5
 BP314IXLGU,8,2
 BS1P11U2FE,2,1
 BSIXG0U2FE,19,1
 F156P1B4GU,0,4
 F156P1B4GU,27,1
 F16G4U6PSI,0,1
 F16G4U6PSI,3,1
 F16G4U6PSI,8,1
 F17PS1B4GU,0,2
 F183SP81BI,0,3
 F196LXP4GU,0,1
 F196LXP4GU,8,3
 F1X4GU12LB,0,4
 F2LX4BP4GU,0,7
 F2LX4BP4GU,6,1
 F2LX4BP4GU,8,2
 F314I2XLGU,0,6
 F314I2XLGU,11,1
 F314I2XLGU,12,1
 F314I2XLGU,18,4
 F3GP37LSUI,0,1
 F4164U6PSI,2,2
 F4164U6PSI,3,1
 F4471SP4GU,0,1
 F46PS1B4GU,2,2
 F46PS1B4GU,3,6
 F4IPS1B4GU,14,1
 F4S6LXP4GU,0,1
 F4S6LXP4GU,2,1
 F4S6LXP4GU,3,1
 F51IS1B4GU,0,9
 F577S6P4GU,0,1
 F577S6P4GU,17,2
 F5L6P1B4GU,0,3
 F5L6P1B4GU,3,3
 F5L6P1B4GU,8,1
 F616P1B4GU,0,1
 F616P1B4GU,2,1
 F6P45IXLGU,0,3
 F6P45IXLGU,9,2
 F714XUB7SI,0,2
 F714XUB7SI,3,1
 F744S1B4GU,0,7
 F744S1B4GU,19,1
 F7B2LSP4GU,0,3
 F7B2LSP4GU,3,3
 F7S451B4GU,0,5
 F81IS1B4GU,0,3
 F81IS1B4GU,4,3
 F9PLX7B7SI,6,1
 F9PUX7B7SI,0,1
 F9PUX7B7SI,17,1
 F9PUX7B7SI,3,1
 F9S5X6P4GU,0,3
 F9S5X6P4GU,8,3
 F9X7S6P4GU,0,6
 F9X7S6P4GU,2,4
 FBXI1SP4GU,0,1
 FBXI1SP4GU,3,1
 FBXI1SP4GU,4,2
 FG474U6PSI,0,4
 FI416BP4GU,0,9
 FI416BP4GU,2,1
 FI5L5BP4GU,0,12
 FL16P1B4GU,0,2
 FL16P1B4GU,2,4
 FL8X4BP4GU,0,2
 FL8X4BP4GU,3,3
 FL8X4BP4GU,40,1
 FLU7X16PSG,0,3
 FLU7X16PSG,26,2
 FLX6P1B4GU,0,8
 FLX6P1B4GU,11,2
 FP521IXLGU,0,11
 FP521IXLGU,13,7
 FP8BS1ULXI,2,1
 FS24LXP4GU,0,4
 FS44GU12LB,0,2
 FS44GU12LB,11,1
 FS5G1UX1BI,0,2
 FSXL66P4GU,0,1
 FSXL66P4GU,14,3
 FU2LX7B7SI,10,1
 FU2LX7B7SI,2,1
 FU331S13PI,0,1
 FU7SX8P1BI,0,3
 FU7SX8P1BI,15,1
 G08S808FUB,1,6
 G08S808FUB,15,4
 G133X7B7SI,0,1
 G133X7B7SI,14,4
 G133X7B7SI,3,6
 G133X7B7SI,8,2
 G1S33UX13I,16,2
 G1S33UX13I,2,4
 G34UX16PSI,0,3
 G396X16PSI,3,2
 G411X6PUFE,2,1
 G63I4PLXSU,0,3
 G63I4PLXSU,35,1
 G63I4PLXSU,8,11
 G67UX16PSI,0,4
 G67UX16PSI,3,3
 G67UX16PSI,36,1
 G67UX16PSI,37,1
 G6X2PU12LB,11,1
 G6X2PU12LB,15,1
 G6X2PU12LB,2,1
 G6XU6L0FPI,0,6
 G706BUSPFE,0,4
 G72SPFL8BI,0,3
 G72SPFL8BI,14,5
 G72SPFL8BI,38,1
 G76UX16PSI,0,1
 G76UX16PSI,3,4
 G78S808FUB,0,1
 G84B4U6PSI,0,1
 G8PLX7B7SI,3,2
 G8PLX7B7SI,4,2
 G8X1BI4UFE,2,2
 GB717USPFE,0,2
 GB717USPFE,2,2
 GF7UX7B7SI,17,2
 GF7UX7B7SI,19,1
 GF83SP81BI,0,1
 GF83SP81BI,3,1
 GI8P81B2FE,2,1
 GLB6X16PSI,0,2
 GX3437LSUI,0,1
 GX474U6PSI,10,1
 GX474U6PSI,3,4
 GX731BLSUI,11,1
 GXUL3831BI,10,2
 GXUL3831BI,11,4
 GXUL3831BI,19,1
 GXUL3831BI,39,2
 I0F1S6P4GU,0,1
 I0F1S6P4GU,3,1
 I0F55BP4GU,0,7
 I0F55BP4GU,3,3
 I0FBS6P4GU,0,4
 I0FBS6P4GU,3,2
 I0X0LSPUGF,0,4
 I0XS1FB4GU,0,3
 I0XS1FB4GU,15,1
 I0XS1FB4GU,26,1
 I0XS1FB4GU,8,4
 I106P1BUGF,0,6
 I111X6P4GU,0,5
 I111X6P4GU,8,1
 I1B7S6PUGF,0,1
 I1B7S6PUGF,3,5
 I1F151B4GU,0,3
 I1LF51B4GU,0,2
 I1LF51B4GU,17,1
 I1LF51B4GU,3,3
 I1LF51B4GU,4,1
 I1LX4BP4GU,0,5
 I2S6LXP4GU,0,2
 I2S6LXP4GU,38,1
 I2S6LXP4GU,8,1
 I4051FB4GU,0,1
 I4051FB4GU,37,6
 I4051FB4GU,38,4
 I4051FB4GU,8,1
 I42XGU12LB,6,5
 I4LX4BP4GU,0,5
 I4SX51B4GU,23,3
 I4SX51B4GU,40,1
 I5051FB4GU,14,1
 I5051FB4GU,2,1
 I5051FB4GU,31,1
 I5051FB4GU,8,2
 I5816BP4GU,0,5
 I5816BP4GU,19,1
 I5FX6BP4GU,0,1
 I5FX6BP4GU,18,1
 I5FX6BP4GU,31,1
 I5FX6BP4GU,37,1
 I5LPS1B4GU,2,1
 I5LPS1B4GU,3,2
 I61P11U2FE,0,2
 I61P11U2FE,2,4
 I61P11U2FE,3,1
 I61P11U2FE,37,1
 I64X1SPUFE,0,2
 I656P1B4GU,0,2
 I656P1B4GU,18,1
 I661PU12LB,0,6
 I661PU12LB,40,7
 I666P1B4GU,0,9
 I666P1B4GU,9,1
 I67LFSP4GU,0,2
 I67LFSP4GU,15,1
 I67LFSP4GU,18,2
 I7S4GBU1FE,14,1
 I7S4GBU1FE,2,3
 I7S62XPUFE,14,1
 I7S62XPUFE,16,2
 I7S62XPUFE,3,2
 I7S62XPUFE,8,1
 I875S1B4GU,0,5
 I8FX4BP4GU,0,10
 I8S85BP4GU,0,1
 I8S85BP4GU,18,1
 I8S85BP4GU,3,1
 I8S85BP4GU,34,1
 I8S85BP4GU,8,2
 I91X4BP4GU,0,2
 I924LXP4GU,0,5
 I9BF4GLXSU,0,6
 I9BF4GLXSU,3,1
 I9FSLXP4GU,3,1
 I9FSLXP4GU,8,1
 I9X0PSF11G,0,3
 I9X0PSF11G,8,1
 IB1S12XLGU,12,2
 IB1S12XLGU,31,1
 IB65LSP4GU,0,4
 IB65LSP4GU,17,1
 IB65LSP4GU,3,2
 IB7LFSP4GU,0,8
 IB7LFSP4GU,17,1
 IF116BP4GU,3,1
 IF1SLXP4GU,0,2
 IF1SLXP4GU,7,1
 IF1SLXP4GU,8,1
 IF4L5BP4GU,0,1
 IF4L5BP4GU,5,1
 IG06BUSPFE,2,1
 IL8PS1B4GU,0,3
 IL8PS1B4GU,2,1
 ILP51FB4GU,0,3
 ILP51FB4GU,2,2
 ILP51FB4GU,9,4
 IP4SGU12LB,17,4
 IP4SGU12LB,8,1
 IP551FB4GU,0,2
 IP551FB4GU,2,2
 IP85S1B4GU,0,8
 IPL51FB4GU,0,2
 IPL51FB4GU,15,4
 IPL84X1BSU,0,2
 IS664UP2FE,0,1
 IS664UP2FE,15,1
 IS664UP2FE,17,1
 IS81PU12LB,0,2
 IS81PU12LB,10,1
 ISP41FB4GU,3,5
 IX1551B4GU,18,5
 IX1551B4GU,24,3
 IX401FB4GU,11,2
 IX84GBU1FE,0,1
 IX84GBU1FE,17,1
 IX84GBU1FE,2,7
 IXL1S6P4GU,0,5
 IXL1S6P4GU,3,3
 L08S808FUB,0,3
 L08S808FUB,1,2
 L164FSP4GU,8,7
 L164FSP4GU,9,3
 L16G4U6PSI,0,3
 L16G4U6PSI,3,1
 L16G4U6PSI,8,2
 L1FX4U6PSI,10,2
 L1FX4U6PSI,23,1
 L35I66P4GU,0,7
 L35I66P4GU,17,1
 L373X7B7SI,0,1
 L373X7B7SI,9,2
 L393X7B7SI,8,1
 L4571SP4GU,0,4
 L4571SP4GU,1,4
 L4571SP4GU,17,2
 L4571SP4GU,6,1
 L45X6BP4GU,0,2
 L45X6BP4GU,14,1
 L45X6BP4GU,3,1
 L4I01FB4GU,0,3
 L53SIBP4GU,0,8
 L53SIBP4GU,8,1
 L5616BP4GU,8,4
 L5616BP4GU,9,2
 L56F4BP4GU,15,2
 L56F4BP4GU,6,1
 L56F4BP4GU,8,4
 L56XIBP4GU,0,2
 L56XIBP4GU,8,2
 L5XS1FB4GU,0,3
 L606UPSF3I,0,1
 L606UPSF3I,6,1
 L64UX16PSI,0,8
 L64UX16PSI,19,1
 L6885BP4GU,0,1
 L6F466P4GU,0,7
 L6F466P4GU,3,7
 L6F466P4GU,37,1
 L7S44BP4GU,0,1
 L7S44BP4GU,6,4
 L9XF51B4GU,17,1
 LB471SP4GU,0,6
 LB471SP4GU,17,1
 LFG3SP81BI,0,1
 LFG3SP81BI,2,1
 LI15S1B4GU,2,6
 LI1BS6P4GU,10,1
 LI1BS6P4GU,15,6
 LP45GBU1SI,3,3
 LP5G1UX1BI,0,1
 LP5G1UX1BI,2,4
 LPFIS1B4GU,3,9
 LPFIS1B4GU,9,1
 LPS51FB4GU,0,4
 LPS51FB4GU,13,2
 LPS51FB4GU,2,2
 LPS51FB4GU,24,1
 LPS51FB4GU,3,2
 LS1G808FUB,0,7
 LX88S1B4GU,0,5
 LX88S1B4GU,8,1
 LXBG4U6PSI,2,1
 LXBG4U6PSI,28,2
 LXBG4U6PSI,3,3
 LXU3SP81BI,0,1
 P085S1BUGF,15,1
 P085S1BUGF,2,3
 P085S1BUGF,31,1
 P0I81FB4GU,0,6
 P0I81FB4GU,33,7
 P1851FB4GU,2,1
 P1851FB4GU,3,5
 P19S4IXLGU,0,2
 P221B1ULXI,0,3
 P24FI2XLGU,2,1
 P33F1UX1BI,0,2
 P343U3F1GI,0,3
 P343U3F1GI,10,1
 P343U3F1GI,17,1
 P434XUB7SI,19,1
 P434XUB7SI,2,4
 P434XUB7SI,3,1
 P4G202U2FE,0,5
 P4G202U2FE,2,3
 P4LGXUB7SI,0,4
 P513U3F1GI,0,9
 P51F4GLXSU,0,3
 P51F4GLXSU,25,1
 P51F4GLXSU,36,1
 P51F4GLXSU,40,1
 P535GU3LXI,0,8
 P535GU3LXI,24,1
 P535GU3LXI,3,1
 P5F2I2XLGU,0,1
 P71LX7B7SI,0,5
 P71LX7B7SI,19,1
 P71LX7B7SI,2,7
 P71LX7B7SI,3,1
 P7L3X7B7SI,3,4
 P84SGU12LB,0,5
 P84SGU12LB,3,1
 P84X51B4GU,0,5
 P883X7B7SI,0,1
 P8I01FB4GU,0,1
 P8I01FB4GU,3,1
 P99UF1XLBI,0,4
 P99UF1XLBI,8,6
 P9LGX7B7SI,17,1
 P9LGX7B7SI,3,3
 P9XS1FB4GU,6,3
 PB0300I0FE,0,1
 PB0300I0FE,13,2
 PB0300I0FE,2,4
 PB1S12XLGU,12,1
 PB1S12XLGU,31,1
 PFB942XLGU,0,6
 PFB942XLGU,17,1
 PFULX7B7SI,0,1
 PFULX7B7SI,3,2
 PI1551B4GU,14,1
 PI1551B4GU,2,1
 PIFX51B4GU,0,2
 PIFX51B4GU,3,1
 PL1SU3F1GI,0,6
 PL1SU3F1GI,3,1
 PL551FB4GU,4,11
 PU2LX7B7SI,0,6
 PU2LX7B7SI,27,2
 PX24S1BUFE,0,2
 PX24S1BUFE,2,2
 S0L0P51FGI,0,3
 S11I66P4GU,0,4
 S1401FB4GU,0,3
 S1401FB4GU,1,4
 S1401FB4GU,14,2
 S1BU32GLPI,17,1
 S1PXGFL8BI,0,1
 S1PXGFL8BI,1,3
 S1PXGFL8BI,18,1
 S1U1G2P1FE,0,3
 S1U1G2P1FE,2,3
 S31G1UX1BI,0,2
 S31G1UX1BI,18,4
 S31G1UX1BI,8,3
 S3U5FG13PI,0,2
 S3U5FG13PI,3,1
 S3U5FG13PI,8,1
 S414LXP4GU,0,7
 S414LXP4GU,3,3
 S44X4BP4GU,6,1
 S4551FB4GU,9,2
 S4IBX6P4GU,0,1
 S4IBX6P4GU,1,7
 S4IBX6P4GU,19,1
 S5451FB4GU,0,6
 S5451FB4GU,6,3
 S554LXP4GU,0,4
 S56I66P4GU,0,4
 S5LX51B4GU,0,1
 S5LX51B4GU,6,1
 S5LX51B4GU,8,1
 S624LXP4GU,0,2
 S624LXP4GU,9,1
 S65X6BP4GU,0,3
 S65X6BP4GU,3,1
 S66I66P4GU,0,5
 S66I66P4GU,17,1
 S66I66P4GU,2,2
 S66I66P4GU,27,2
 S6F4LXPUGI,0,3
 S6F4LXPUGI,1,2
 S6F4LXPUGI,14,3
 S6L16BP4GU,0,1
 S6L16BP4GU,1,2
 S6LX5BP4GU,3,1
 S6X1P51FGI,0,2
 S82L6BP4GU,0,2
 S82L6BP4GU,19,4
 S8885BP4GU,0,2
 S8885BP4GU,14,3
 S8885BP4GU,8,4
 S9X1BI4UFE,2,1
 S9X5P51FGI,0,4
 S9X5P51FGI,19,1
 S9X5P51FGI,3,1
 SB6GPFULXI,0,3
 SFX6P1B4GU,0,5
 SFX6P1B4GU,20,1
 SFX6P1B4GU,40,1
 SFX6P1B4GU,41,1
 SG4202U2FE,0,3
 SG4202U2FE,2,1
 SG4202U2FE,27,5
 SI24LXP4GU,0,1
 SI2GP0U2FE,0,4
 SI2GP0U2FE,2,1
 SI86P1B4GU,0,1
 SIFX6BP4GU,0,6
 SIFX6BP4GU,2,1
 SIFX6BP4GU,30,2
 SIPF51B4GU,0,2
 SIPF51B4GU,3,4
 SL6X6BP4GU,0,3
 SP1G808FUB,25,1
 SU0XLI0F1G,0,4
 SU0XLI0F1G,2,2
 SX1F51B4GU,0,6
 SX1F51B4GU,3,2
 U0030GLFPI,0,12
 U0130GLFPI,0,7
 U02F1G6LPI,0,8
 U0P0F23LBI,0,5
 U1350GLFPI,30,1
 U135I221LG,0,2
 U135I221LG,15,3
 U135I221LG,2,3
 U1B6X16PSI,39,2
 U22BFG6LPI,0,9
 U22BFG6LPI,19,1
 U22BFG6LPI,3,1
 U2337S3LBI,0,5
 U2337S3LBI,2,1
 U33F1S13PI,0,7
 U3BX551FGI,0,9
 U3I155FLBG,0,3
 U3I155FLBG,9,2
 U3PG32XLBI,0,5
 U3PG32XLBI,8,1
 U51LX00FGI,19,3
 U51LX00FGI,8,7
 U53IG6SPFE,0,2
 U53IG6SPFE,2,4
 U53IG6SPFE,25,1
 U5782SGLBI,0,2
 U59GX16PSI,0,1
 U59GX16PSI,2,3
 U5G6X16PSI,0,1
 U610P51FGI,10,2
 U610P51FGI,18,1
 U63IG6SPFE,2,1
 U63IG6SPFE,29,1
 U6LF1S13PI,0,8
 U7SXGFL8BI,0,2
 U7SXGFL8BI,1,3
 U92F132LXI,0,4
 U92F132LXI,2,3
 U9336XPLBI,0,2
 U9336XPLBI,10,5
 U9P111XLBI,0,4
 U9P111XLBI,3,1
 U9PLX7B7SI,0,5
 UBGLX16PSI,0,6
 UBGLX16PSI,31,6
 UF35I221LG,3,2
 UF35I221LG,32,1
 UF35I221LG,5,1
 UG20F23LBI,0,9
 UG20F23LBI,9,2
 UI8P81B2FE,0,2
 ULB6X16PSI,0,3
 ULB6X16PSI,2,1
 US5IG020FE,2,4
 US5XGFL8BI,0,3
 UXG6B6LFPI,0,5
 UXG6B6LFPI,2,3
 UXG6B6LFPI,3,1
 X01G808FUB,9,5
 X037FPLSUI,14,3
 X037FPLSUI,2,2
 X05LFSP4GU,0,4
 X05LFSP4GU,19,1
 X1101FB4GU,0,3
 X1101FB4GU,10,4
 X1101FB4GU,2,3
 X11B4U6PSI,0,3
 X11B4U6PSI,2,2
 X1334I4UFE,2,4
 X14L5BP4GU,0,4
 X150FSP4GU,10,2
 X150FSP4GU,11,1
 X150FSP4GU,3,3
 X17S66P4GU,0,4
 X17S66P4GU,10,3
 X1I01FB4GU,0,7
 X1I01FB4GU,9,1
 X32SFG6LPI,0,3
 X32SFG6LPI,16,4
 X3B64U6PSI,0,3
 X3L63U6PSI,0,5
 X3L63U6PSI,3,4
 X4081FB4GU,0,1
 X4081FB4GU,10,1
 X4163U6PSI,0,3
 X4471SP4GU,0,1
 X4471SP4GU,18,1
 X4471SP4GU,8,1
 X4474U6PSI,0,2
 X4474U6PSI,3,2
 X45F51B4GU,20,1
 X475S1B4GU,0,1
 X475S1B4GU,20,1
 X48F51B4GU,19,1
 X4LPS1B4GU,3,4
 X5081FB4GU,14,2
 X5081FB4GU,5,1
 X55F51B4GU,0,3
 X5BG4U6PSI,0,4
 X668B6P4GU,2,1
 X668B6P4GU,3,3
 X6IPS1B4GU,0,9
 X6IPS1B4GU,10,2
 X6LG4U6PSI,0,5
 X706BUSPFE,0,2
 X706BUSPFE,14,1
 X706BUSPFE,19,1
 X706BUSPFE,8,1
 X7471SP4GU,0,2
 X7471SP4GU,8,2
 X74LS6P4GU,10,2
 X74LS6P4GU,15,1
 X74U1S13PI,10,1
 X74U1S13PI,17,1
 X74U1S13PI,21,1
 X765LSP4GU,15,1
 X765LSP4GU,3,3
 X7L4FSP4GU,0,2
 X7L4FSP4GU,5,1
 X7S51FB4GU,0,2
 X7S51FB4GU,1,2
 X7S51FB4GU,14,3
 X81F51B4GU,0,9
 X81F51B4GU,19,2
 X83IS1B4GU,10,1
 X8P51FB4GU,0,6
 X8U3SP81BI,0,4
 XB4011U2FE,0,3
 XB4011U2FE,2,1
 XB4011U2FE,33,1
 XB4011U2FE,7,1
 XBF737LSUI,6,10
 XF44GU12LB,0,4
 XF45S1B4GU,0,3
 XF56P1B4GU,0,7
 XF83SP81BI,0,3
 XF83SP81BI,2,2
 XG06BUSPFE,0,1
 XG711PSFBI,0,7
 XG8P81B2FE,0,1
 XG8P81B2FE,13,1
 XG8P81B2FE,2,3
 XLB64U6PSI,0,1
 XLB64U6PSI,12,2
 XLP51FB4GU,2,3
 XLPF51B4GU,0,1
 XLPF51B4GU,5,1
 XP1IS1B4GU,0,6
 XP2U00I0FE,19,2
 XP8S1FB4GU,29,2
 XPL51FB4GU,17,1
 XPL51FB4GU,4,1
 XS2L5BP4GU,3,11
 XS401FB4GU,0,2
 XS401FB4GU,4,5
